UniProt1	UniProt2	symbol1	symbol2	evidence type	heart
P09211	Q9H0R8	GSTP1	GABARAPL1	exp	1
P78371	Q9H0R8	CCT2	GABARAPL1	exp	1
P04792	Q9H0R8	HSPB1	GABARAPL1	exp	1
Q9BQG0	Q9H0R8	MYBBP1A	GABARAPL1	exp	1
P62820	Q9H0R8	RAB1A	GABARAPL1	exp	1
Q96CV9	Q9H0R8	OPTN	GABARAPL1	exp	1
P21333	Q9H0R8	FLNA	GABARAPL1	exp	1
P12956	Q9H0R8	XRCC6	GABARAPL1	exp	1
Q8TD08	Q9H0R8	MAPK15	GABARAPL1	exp	1
P11387	Q9H0R8	TOP1	GABARAPL1	exp	1
P49368	Q9H0R8	CCT3	GABARAPL1	exp	1
P04080	Q9H0R8	CSTB	GABARAPL1	exp	1
P29508	Q9H0R8	SERPINB3	GABARAPL1	exp	1
P20618	Q9H0R8	PSMB1	GABARAPL1	exp	1
Q99704	Q9H0R8	DOK1	GABARAPL1	exp	1
P49755	Q9H0R8	TMED10	GABARAPL1	exp	1
Q13283	Q9H0R8	G3BP1	GABARAPL1	exp	1
Q3ZCQ8	Q9H0R8	TIMM50	GABARAPL1	exp	1
Q8NFG4	Q9H0R8	FLCN	GABARAPL1	exp	1
Q92522	Q9H0R8	H1FX	GABARAPL1	exp	1
P10809	Q9H0R8	HSPD1	GABARAPL1	exp	1
Q8TD19	Q9H0R8	NEK9	GABARAPL1	exp;pred	1
P04083	Q9H0R8	ANXA1	GABARAPL1	exp	1
P60520	Q9H0R8	GABARAPL2	GABARAPL1	exp;pred	1
P41219	Q9H0R8	PRPH	GABARAPL1	exp	1
P51571	Q9H0R8	SSR4	GABARAPL1	exp	1
P28074	Q9H0R8	PSMB5	GABARAPL1	exp	1
P05109	Q9H0R8	S100A8	GABARAPL1	exp	1
Q15046	Q9H0R8	KARS	GABARAPL1	exp	1
P05455	Q9H0R8	SSB	GABARAPL1	exp	1
P17812	Q9H0R8	CTPS1	GABARAPL1	exp	1
O60506	Q9H0R8	SYNCRIP	GABARAPL1	exp	1
Q15084	Q9H0R8	PDIA6	GABARAPL1	exp	1
P62753	Q9H0R8	RPS6	GABARAPL1	exp	1
Q96SB4	Q9H0R8	SRPK1	GABARAPL1	exp	1
O76021	Q9H0R8	RSL1D1	GABARAPL1	exp	1
Q9BSB4	Q9H0R8	ATG101	GABARAPL1	exp	1
Q12931	Q9H0R8	TRAP1	GABARAPL1	exp	1
Q8NC51	Q9H0R8	SERBP1	GABARAPL1	exp	1
P51149	Q9H0R8	RAB7A	GABARAPL1	exp	1
P23528	Q9H0R8	CFL1	GABARAPL1	exp	1
P30101	Q9H0R8	PDIA3	GABARAPL1	exp	1
P30153	Q9H0R8	PPP2R1A	GABARAPL1	exp	1
P06396	Q9H0R8	GSN	GABARAPL1	exp	1
P62987	Q9H0R8	UBA52	GABARAPL1	exp	1
P38646	Q9H0R8	HSPA9	GABARAPL1	exp	1
P62316	Q9H0R8	SNRPD2	GABARAPL1	exp	1
Q16630	Q9H0R8	CPSF6	GABARAPL1	exp	1
P34932	Q9H0R8	HSPA4	GABARAPL1	exp	1
P26368	Q9H0R8	U2AF2	GABARAPL1	exp	1
P04040	Q9H0R8	CAT	GABARAPL1	exp	1
P63241	Q9H0R8	EIF5A	GABARAPL1	exp	1
P04843	Q9H0R8	RPN1	GABARAPL1	exp	1
P36542	Q9H0R8	ATP5C1	GABARAPL1	exp	1
Q13813	Q9H0R8	SPTAN1	GABARAPL1	exp	1
P55084	Q9H0R8	HADHB	GABARAPL1	exp;pred	1
Q15717	Q9H0R8	ELAVL1	GABARAPL1	exp	1
Q14011	Q9H0R8	CIRBP	GABARAPL1	exp	1
O00483	Q9H0R8	NDUFA4	GABARAPL1	exp	1
P35658	Q9H0R8	NUP214	GABARAPL1	exp	1
P37108	Q9H0R8	SRP14	GABARAPL1	exp	1
P24928	Q9H0R8	POLR2A	GABARAPL1	exp	1
P10599	Q9H0R8	TXN	GABARAPL1	exp	1
O14979	Q9H0R8	HNRNPDL	GABARAPL1	exp	1
P07339	Q9H0R8	CTSD	GABARAPL1	exp	1
Q9H0D6	Q9H0R8	XRN2	GABARAPL1	exp	1
O95831	Q9H0R8	AIFM1	GABARAPL1	exp	1
P60660	Q9H0R8	MYL6	GABARAPL1	exp	1
P62736	Q9H0R8	ACTA2	GABARAPL1	exp	1
P09972	Q9H0R8	ALDOC	GABARAPL1	exp	1
Q13243	Q9H0R8	SRSF5	GABARAPL1	exp	1
P11940	Q9H0R8	PABPC1	GABARAPL1	exp	1
Q15436	Q9H0R8	SEC23A	GABARAPL1	exp	1
P78362	Q9H0R8	SRPK2	GABARAPL1	exp	1
P51991	Q9H0R8	HNRNPA3	GABARAPL1	exp	1
P31947	Q9H0R8	SFN	GABARAPL1	exp	1
Q8IY81	Q9H0R8	FTSJ3	GABARAPL1	exp	1
Q15393	Q9H0R8	SF3B3	GABARAPL1	exp	1
P62937	Q9H0R8	PPIA	GABARAPL1	exp	1
Q99873	Q9H0R8	PRMT1	GABARAPL1	exp	1
P62258	Q9H0R8	YWHAE	GABARAPL1	exp	1
P10515	Q9H0R8	DLAT	GABARAPL1	exp	1
Q99459	Q9H0R8	CDC5L	GABARAPL1	exp	1
P46783	Q9H0R8	RPS10	GABARAPL1	exp	1
Q9H0R8	Q9H0R8	GABARAPL1	GABARAPL1	exp	1
P07910	Q9H0R8	HNRNPC	GABARAPL1	exp	1
P15531	Q9H0R8	NME1	GABARAPL1	exp	1
P35908	Q9H0R8	KRT2	GABARAPL1	exp	1
Q01844	Q9H0R8	EWSR1	GABARAPL1	exp	1
Q04837	Q9H0R8	SSBP1	GABARAPL1	exp	1
P25205	Q9H0R8	MCM3	GABARAPL1	exp	1
P25685	Q9H0R8	DNAJB1	GABARAPL1	exp	1
P39023	Q9H0R8	RPL3	GABARAPL1	exp	1
P00558	Q9H0R8	PGK1	GABARAPL1	exp	1
Q96EB6	Q9H0R8	SIRT1	GABARAPL1	exp	1
P14174	Q9H0R8	MIF	GABARAPL1	exp	1
P37840	Q9H0R8	SNCA	GABARAPL1	exp	1
P62314	Q9H0R8	SNRPD1	GABARAPL1	exp	1
P07355	Q9H0R8	ANXA2	GABARAPL1	exp	1
P50914	Q9H0R8	RPL14	GABARAPL1	exp	1
Q13043	Q9H0R8	STK4	GABARAPL1	exp	1
Q8WUM4	Q9H0R8	PDCD6IP	GABARAPL1	exp;pred	1
P14618	Q9H0R8	PKM	GABARAPL1	exp	1
P46782	Q9H0R8	RPS5	GABARAPL1	exp	1
P62701	Q9H0R8	RPS4X	GABARAPL1	exp	1
P15880	Q9H0R8	RPS2	GABARAPL1	exp	1
Q13137	Q9H0R8	CALCOCO2	GABARAPL1	exp	1
P08238	Q9H0R8	HSP90AB1	GABARAPL1	exp	1
Q15149	Q9H0R8	PLEC	GABARAPL1	exp	1
Q14145	Q9H0R8	KEAP1	GABARAPL1	exp;pred	1
P62913	Q9H0R8	RPL11	GABARAPL1	exp	1
P62318	Q9H0R8	SNRPD3	GABARAPL1	exp	1
P35637	Q9H0R8	FUS	GABARAPL1	exp	1
P12814	Q9H0R8	ACTN1	GABARAPL1	exp	1
P13797	Q9H0R8	PLS3	GABARAPL1	exp	1
P10619	Q9H0R8	CTSA	GABARAPL1	exp	1
P30048	Q9H0R8	PRDX3	GABARAPL1	exp	1
P10644	Q9H0R8	PRKAR1A	GABARAPL1	exp	1
P61604	Q9H0R8	HSPE1	GABARAPL1	exp	1
Q8TBP0	Q9H0R8	TBC1D16	GABARAPL1	exp	1
P51858	Q9H0S4	HDGF	DDX47	exp	1
Q96SB4	Q9H0S4	SRPK1	DDX47	exp	1
P84103	Q9H0S4	SRSF3	DDX47	exp	1
Q13283	Q9H0S4	G3BP1	DDX47	exp	1
O75147	Q9H0S4	OBSL1	DDX47	exp	1
P01106	Q9H0S4	MYC	DDX47	exp	1
Q99459	Q9H0S4	CDC5L	DDX47	exp	1
O14980	Q9H0S4	XPO1	DDX47	exp;ortho	1
Q86VP6	Q9H0S4	CAND1	DDX47	exp	1
P41218	Q9H0S4	MNDA	DDX47	exp	1
P04150	Q9H0S4	NR3C1	DDX47	exp	1
Q15020	Q9H0S4	SART3	DDX47	exp	1
P02751	Q9H0S4	FN1	DDX47	exp	1
Q00839	Q9H0S4	HNRNPU	DDX47	exp	1
P62995	Q9H0S4	TRA2B	DDX47	exp	1
Q8NA72	Q9H0S4	POC5	DDX47	exp	1
P40692	Q9H0S4	MLH1	DDX47	exp	1
P19338	Q9H0S4	NCL	DDX47	exp	1
P05412	Q9H0S4	JUN	DDX47	exp	1
O60260	Q9H0S4	PRKN	DDX47	exp	1
Q16666	Q9H0S4	IFI16	DDX47	exp	1
P46087	Q9H0S4	NOP2	DDX47	exp;ortho	1
Q96CW1	Q9H0S4	AP2M1	DDX47	exp	1
Q14999	Q9H0S4	CUL7	DDX47	exp	1
Q8NDT2	Q9H0S4	RBM15B	DDX47	exp	1
Q8IWL3	Q9H0S4	HSCB	DDX47	exp	1
Q14258	Q9H0S4	TRIM25	DDX47	exp	1
P05023	Q9H0U4	ATP1A1	RAB1B	exp	1
O60664	Q9H0U4	PLIN3	RAB1B	exp	1
P08559	Q9H0U4	PDHA1	RAB1B	exp	1
Q86Y82	Q9H0U4	STX12	RAB1B	exp	1
O75340	Q9H0U4	PDCD6	RAB1B	exp	1
O95433	Q9H0U4	AHSA1	RAB1B	exp	1
P35232	Q9H0U4	PHB	RAB1B	exp	1
P13804	Q9H0U4	ETFA	RAB1B	exp	1
P27824	Q9H0U4	CANX	RAB1B	exp	1
P00338	Q9H0U4	LDHA	RAB1B	exp	1
P60953	Q9H0U4	CDC42	RAB1B	exp;pred	1
P36957	Q9H0U4	DLST	RAB1B	exp	1
O15400	Q9H0U4	STX7	RAB1B	exp;pred	1
P04843	Q9H0U4	RPN1	RAB1B	exp	1
P11441	Q9H0U4	UBL4A	RAB1B	exp	1
P61020	Q9H0U4	RAB5B	RAB1B	exp;pred	1
Q8N2Y8	Q9H0U4	RUSC2	RAB1B	exp;pred	1
Q01968	Q9H0U4	OCRL	RAB1B	exp	1
Q6P1J9	Q9H0U4	CDC73	RAB1B	exp	1
Q53GQ0	Q9H0U4	HSD17B12	RAB1B	exp	1
Q8WUD1	Q9H0U4	RAB2B	RAB1B	exp;pred	1
P07195	Q9H0U4	LDHB	RAB1B	exp	1
P04844	Q9H0U4	RPN2	RAB1B	exp	1
P23508	Q9H0U4	MCC	RAB1B	exp	1
O14949	Q9H0U4	UQCRQ	RAB1B	exp	1
P20339	Q9H0U4	RAB5A	RAB1B	exp;pred	1
Q8TAQ2	Q9H0U4	SMARCC2	RAB1B	exp	1
Q08945	Q9H0U4	SSRP1	RAB1B	exp	1
Q08379	Q9H0U4	GOLGA2	RAB1B	exp;pred	1
P51149	Q9H0U4	RAB7A	RAB1B	exp;pred	1
P52306	Q9H0U4	RAP1GDS1	RAB1B	exp	1
P05026	Q9H0U4	ATP1B1	RAB1B	exp	1
P54709	Q9H0U4	ATP1B3	RAB1B	exp	1
P10809	Q9H0U4	HSPD1	RAB1B	exp	1
P62491	Q9H0U4	RAB11A	RAB1B	exp;pred	1
Q92930	Q9H0U4	RAB8B	RAB1B	exp;ortho	1
Q14CZ7	Q9H0U4	FASTKD3	RAB1B	exp	1
P62820	Q9H0U4	RAB1A	RAB1B	exp;ortho;pred	1
P22695	Q9H0U4	UQCRC2	RAB1B	exp	1
P50395	Q9H0U4	GDI2	RAB1B	exp;pred	1
P60174	Q9H0W5	TPI1	CCDC8	exp	1
O60506	Q9H0W5	SYNCRIP	CCDC8	exp	1
P12956	Q9H0W5	XRCC6	CCDC8	exp	1
Q01813	Q9H0W5	PFKP	CCDC8	exp	1
Q3ZCQ8	Q9H0W5	TIMM50	CCDC8	exp	1
P10809	Q9H0W5	HSPD1	CCDC8	exp	1
P07355	Q9H0W5	ANXA2	CCDC8	exp	1
P40937	Q9H0W5	RFC5	CCDC8	exp	1
P43243	Q9H0W5	MATR3	CCDC8	exp	1
Q14160	Q9H0W5	SCRIB	CCDC8	exp	1
P28799	Q9H0W5	GRN	CCDC8	exp	1
Q8TAQ2	Q9H0W5	SMARCC2	CCDC8	exp	1
Q03518	Q9H0W5	TAP1	CCDC8	exp	1
O95071	Q9H0W5	UBR5	CCDC8	exp	1
Q08211	Q9H0W5	DHX9	CCDC8	exp	1
O95573	Q9H0W5	ACSL3	CCDC8	exp	1
Q8WUM4	Q9H0W5	PDCD6IP	CCDC8	exp	1
P39023	Q9H0W5	RPL3	CCDC8	exp	1
O94906	Q9H0W5	PRPF6	CCDC8	exp	1
P11021	Q9H0W5	HSPA5	CCDC8	exp	1
Q14008	Q9H0W5	CKAP5	CCDC8	exp	1
P15880	Q9H0W5	RPS2	CCDC8	exp	1
P17252	Q9H0W5	PRKCA	CCDC8	exp	1
Q15233	Q9H0W5	NONO	CCDC8	exp	1
P22695	Q9H0W5	UQCRC2	CCDC8	exp	1
P47756	Q9H0W5	CAPZB	CCDC8	exp	1
P23246	Q9H0W5	SFPQ	CCDC8	exp	1
P62913	Q9H0W5	RPL11	CCDC8	exp	1
Q14683	Q9H0W5	SMC1A	CCDC8	exp	1
P52292	Q9H0W5	KPNA2	CCDC8	exp	1
Q03252	Q9H0W5	LMNB2	CCDC8	exp	1
P62269	Q9H0W5	RPS18	CCDC8	exp	1
O14980	Q9H0W5	XPO1	CCDC8	exp	1
Q86UU1	Q9H0W5	PHLDB1	CCDC8	exp	1
Q13151	Q9H0W5	HNRNPA0	CCDC8	exp	1
P50914	Q9H0W5	RPL14	CCDC8	exp	1
P46459	Q9H0W5	NSF	CCDC8	exp	1
Q15773	Q9H0W5	MLF2	CCDC8	exp	1
O43242	Q9H0W5	PSMD3	CCDC8	exp	1
Q93008	Q9H0W5	USP9X	CCDC8	exp	1
O94874	Q9H0W5	UFL1	CCDC8	exp	1
Q8N1F7	Q9H0W5	NUP93	CCDC8	exp	1
Q5JTZ9	Q9H0W5	AARS2	CCDC8	exp	1
Q08J23	Q9H0W5	NSUN2	CCDC8	exp	1
Q92993	Q9H0W5	KAT5	CCDC8	exp	1
Q9BQG0	Q9H0W5	MYBBP1A	CCDC8	exp	1
P34932	Q9H0W5	HSPA4	CCDC8	exp	1
P31948	Q9H0W5	STIP1	CCDC8	exp	1
P55884	Q9H0W5	EIF3B	CCDC8	exp	1
P55011	Q9H0W5	SLC12A2	CCDC8	exp	1
O15400	Q9H0W5	STX7	CCDC8	exp	1
P08579	Q9H0W5	SNRPB2	CCDC8	exp	1
P51659	Q9H0W5	HSD17B4	CCDC8	exp	1
O15371	Q9H0W5	EIF3D	CCDC8	exp	1
Q01844	Q9H0W5	EWSR1	CCDC8	exp	1
O14639	Q9H0W5	ABLIM1	CCDC8	exp	1
Q16576	Q9H0W5	RBBP7	CCDC8	exp	1
O94927	Q9H0W5	HAUS5	CCDC8	exp	1
P35268	Q9H0W5	RPL22	CCDC8	exp	1
O95425	Q9H0W5	SVIL	CCDC8	exp	1
P35232	Q9H0W5	PHB	CCDC8	exp	1
O14828	Q9H0W5	SCAMP3	CCDC8	exp	1
O75592	Q9H0W5	MYCBP2	CCDC8	exp	1
Q14318	Q9H0W5	FKBP8	CCDC8	exp	1
Q8IX01	Q9H0W5	SUGP2	CCDC8	exp	1
P05023	Q9H0W5	ATP1A1	CCDC8	exp	1
O75147	Q9H0W5	OBSL1	CCDC8	exp	1
P43246	Q9H0W5	MSH2	CCDC8	exp	1
Q99460	Q9H0W5	PSMD1	CCDC8	exp	1
P54136	Q9H0W5	RARS	CCDC8	exp	1
P12277	Q9H0W5	CKB	CCDC8	exp	1
O95198	Q9H0W5	KLHL2	CCDC8	exp	1
P33991	Q9H0W5	MCM4	CCDC8	exp	1
Q12931	Q9H0W5	TRAP1	CCDC8	exp	1
P23396	Q9H0W5	RPS3	CCDC8	exp	1
P61106	Q9H0W5	RAB14	CCDC8	exp	1
Q15393	Q9H0W5	SF3B3	CCDC8	exp	1
P40938	Q9H0W5	RFC3	CCDC8	exp	1
Q14204	Q9H0W5	DYNC1H1	CCDC8	exp	1
O75947	Q9H0W5	ATP5H	CCDC8	exp	1
P53621	Q9H0W5	COPA	CCDC8	exp	1
O60645	Q9H0W5	EXOC3	CCDC8	exp	1
P18124	Q9H0W5	RPL7	CCDC8	exp	1
P10644	Q9H0W5	PRKAR1A	CCDC8	exp	1
Q4VCS5	Q9H0W5	AMOT	CCDC8	exp	1
Q08380	Q9H0W5	LGALS3BP	CCDC8	exp	1
P20020	Q9H0W5	ATP2B1	CCDC8	exp	1
P07237	Q9H0W5	P4HB	CCDC8	exp	1
P78371	Q9H0W5	CCT2	CCDC8	exp	1
Q92769	Q9H0W5	HDAC2	CCDC8	exp	1
Q9H0W5	Q9H0W5	CCDC8	CCDC8	exp	1
P14868	Q9H0W5	DARS	CCDC8	exp	1
P33993	Q9H0W5	MCM7	CCDC8	exp	1
P05026	Q9H0W5	ATP1B1	CCDC8	exp	1
O14981	Q9H0W5	BTAF1	CCDC8	exp	1
O14958	Q9H0W5	CASQ2	CCDC8	exp	1
P04899	Q9H0W5	GNAI2	CCDC8	exp	1
P38646	Q9H0W5	HSPA9	CCDC8	exp	1
Q14847	Q9H0W5	LASP1	CCDC8	exp	1
P67809	Q9H0W5	YBX1	CCDC8	exp	1
P68104	Q9H0W5	EEF1A1	CCDC8	exp	1
P07814	Q9H0W5	EPRS	CCDC8	exp	1
P11586	Q9H0W5	MTHFD1	CCDC8	exp	1
O00116	Q9H0W5	AGPS	CCDC8	exp	1
O95831	Q9H0W5	AIFM1	CCDC8	exp	1
O75694	Q9H0W5	NUP155	CCDC8	exp	1
Q12906	Q9H0W5	ILF3	CCDC8	exp	1
P46087	Q9H0W5	NOP2	CCDC8	exp	1
P14625	Q9H0W5	HSP90B1	CCDC8	exp	1
P12931	Q9H0W5	SRC	CCDC8	exp	1
P47897	Q9H0W5	QARS	CCDC8	exp	1
P08195	Q9H0W5	SLC3A2	CCDC8	exp	1
Q92616	Q9H0W5	GCN1	CCDC8	exp	1
Q07157	Q9H0W5	TJP1	CCDC8	exp	1
Q7KZF4	Q9H0W5	SND1	CCDC8	exp	1
P17858	Q9H0W5	PFKL	CCDC8	exp	1
P25205	Q9H0W5	MCM3	CCDC8	exp	1
O75396	Q9H0W5	SEC22B	CCDC8	exp	1
Q86XR8	Q9H0W5	CEP57	CCDC8	exp	1
P06241	Q9H0W5	FYN	CCDC8	exp	1
Q13283	Q9H0W5	G3BP1	CCDC8	exp	1
Q15084	Q9H0W5	PDIA6	CCDC8	exp	1
P62191	Q9H0W5	PSMC1	CCDC8	exp	1
Q14980	Q9H0W5	NUMA1	CCDC8	exp	1
Q00839	Q9H0W5	HNRNPU	CCDC8	exp	1
P09874	Q9H0W5	PARP1	CCDC8	exp	1
Q15366	Q9H0W5	PCBP2	CCDC8	exp	1
O00571	Q9H0W5	DDX3X	CCDC8	exp	1
Q13131	Q9H0W5	PRKAA1	CCDC8	exp	1
Q15075	Q9H0W5	EEA1	CCDC8	exp	1
Q7Z6Z7	Q9H0W5	HUWE1	CCDC8	exp	1
Q15836	Q9H0W5	VAMP3	CCDC8	exp	1
P12236	Q9H0W5	SLC25A6	CCDC8	exp	1
O43175	Q9H0W5	PHGDH	CCDC8	exp	1
P22314	Q9H0W5	UBA1	CCDC8	exp	1
P63261	Q9H0W5	ACTG1	CCDC8	exp	1
O75665	Q9H0W5	OFD1	CCDC8	exp	1
Q9BZQ8	Q9H0W5	FAM129A	CCDC8	exp	1
P24928	Q9H0W5	POLR2A	CCDC8	exp	1
P50995	Q9H0W5	ANXA11	CCDC8	exp	1
P06493	Q9H0W5	CDK1	CCDC8	exp	1
P55060	Q9H0W5	CSE1L	CCDC8	exp	1
P46821	Q9H0W5	MAP1B	CCDC8	exp	1
P42704	Q9H0W5	LRPPRC	CCDC8	exp	1
P98172	Q9H0W5	EFNB1	CCDC8	exp	1
P40227	Q9H0W5	CCT6A	CCDC8	exp	1
P21333	Q9H0W5	FLNA	CCDC8	exp	1
P06733	Q9H0W5	ENO1	CCDC8	exp	1
P30101	Q9H0W5	PDIA3	CCDC8	exp	1
P12270	Q9H0W5	TPR	CCDC8	exp	1
O60264	Q9H0W5	SMARCA5	CCDC8	exp	1
Q96IZ0	Q9H0W5	PAWR	CCDC8	exp	1
Q15149	Q9H0W5	PLEC	CCDC8	exp	1
Q92974	Q9H0W5	ARHGEF2	CCDC8	exp	1
P14866	Q9H0W5	HNRNPL	CCDC8	exp	1
Q13200	Q9H0W5	PSMD2	CCDC8	exp	1
Q15717	Q9H0W5	ELAVL1	CCDC8	exp	1
P49748	Q9H0W5	ACADVL	CCDC8	exp	1
P36542	Q9H0W5	ATP5C1	CCDC8	exp	1
P08133	Q9H0W5	ANXA6	CCDC8	exp	1
Q13263	Q9H0W5	TRIM28	CCDC8	exp	1
P05783	Q9H0W5	KRT18	CCDC8	exp	1
P07948	Q9H0W5	LYN	CCDC8	exp	1
Q14671	Q9H0W5	PUM1	CCDC8	exp	1
Q16630	Q9H0W5	CPSF6	CCDC8	exp	1
Q96AG4	Q9H0W5	LRRC59	CCDC8	exp	1
P49736	Q9H0W5	MCM2	CCDC8	exp	1
Q92621	Q9H0W5	NUP205	CCDC8	exp	1
Q9BV73	Q9H0W5	CEP250	CCDC8	exp	1
O43795	Q9H0W5	MYO1B	CCDC8	exp	1
P30153	Q9H0W5	PPP2R1A	CCDC8	exp	1
Q14254	Q9H0W5	FLOT2	CCDC8	exp	1
Q8NE01	Q9H0W5	CNNM3	CCDC8	exp	1
Q96PU5	Q9H0W5	NEDD4L	CCDC8	exp	1
P04040	Q9H0W5	CAT	CCDC8	exp	1
O00161	Q9H0W5	SNAP23	CCDC8	exp	1
P39019	Q9H0W5	RPS19	CCDC8	exp	1
Q07065	Q9H0W5	CKAP4	CCDC8	exp	1
P09651	Q9H0W5	HNRNPA1	CCDC8	exp	1
Q9BWH6	Q9H0W5	RPAP1	CCDC8	exp	1
P04637	Q9H0W5	TP53	CCDC8	exp	1
P19338	Q9H0W5	NCL	CCDC8	exp	1
Q14789	Q9H0W5	GOLGB1	CCDC8	exp	1
O95793	Q9H0W5	STAU1	CCDC8	exp	1
P14618	Q9H0W5	PKM	CCDC8	exp	1
P22087	Q9H0W5	FBL	CCDC8	exp	1
Q86VP6	Q9H0W5	CAND1	CCDC8	exp	1
Q16891	Q9H0W5	IMMT	CCDC8	exp	1
Q9BQE3	Q9H0W5	TUBA1C	CCDC8	exp	1
P05089	Q9H0W5	ARG1	CCDC8	exp	1
O75533	Q9H0W5	SF3B1	CCDC8	exp	1
P27824	Q9H0W5	CANX	CCDC8	exp	1
P08238	Q9H0W5	HSP90AB1	CCDC8	exp	1
P40926	Q9H0W5	MDH2	CCDC8	exp	1
P24539	Q9H0W5	ATP5F1	CCDC8	exp	1
O15194	Q9H0W5	CTDSPL	CCDC8	exp	1
Q14999	Q9H0W5	CUL7	CCDC8	exp	1
P62873	Q9H0W5	GNB1	CCDC8	exp	1
P00338	Q9H0W5	LDHA	CCDC8	exp	1
P13010	Q9H0W5	XRCC5	CCDC8	exp	1
Q5SW79	Q9H0W5	CEP170	CCDC8	exp	1
P40939	Q9H0W5	HADHA	CCDC8	exp	1
Q00325	Q9H0W5	SLC25A3	CCDC8	exp	1
Q96KR1	Q9H0W5	ZFR	CCDC8	exp	1
P27348	Q9H0W5	YWHAQ	CCDC8	exp	1
Q7Z406	Q9H0W5	MYH14	CCDC8	exp	1
P62258	Q9H0W5	YWHAE	CCDC8	exp	1
P62701	Q9H0W5	RPS4X	CCDC8	exp	1
P62136	Q9H0W5	PPP1CA	CCDC8	exp	1
P50454	Q9H0W5	SERPINH1	CCDC8	exp	1
Q15759	Q9H0W5	MAPK11	CCDC8	exp	1
P09543	Q9H0W5	CNP	CCDC8	exp	1
Q96PK6	Q9H0W5	RBM14	CCDC8	exp	1
Q5JTV8	Q9H0W5	TOR1AIP1	CCDC8	exp	1
P49411	Q9H0W5	TUFM	CCDC8	exp	1
Q04917	Q9H0W5	YWHAH	CCDC8	exp	1
O75131	Q9H0W5	CPNE3	CCDC8	exp	1
P50990	Q9H0W5	CCT8	CCDC8	exp	1
O43491	Q9H0W5	EPB41L2	CCDC8	exp	1
P13667	Q9H0W5	PDIA4	CCDC8	exp	1
Q15637	Q9H0W5	SF1	CCDC8	exp	1
Q15006	Q9H0W5	EMC2	CCDC8	exp	1
P25705	Q9H0W5	ATP5A1	CCDC8	exp	1
O43823	Q9H0W5	AKAP8	CCDC8	exp	1
Q14152	Q9H0W5	EIF3A	CCDC8	exp	1
P53396	Q9H0W5	ACLY	CCDC8	exp	1
P43250	Q9H0W5	GRK6	CCDC8	exp	1
P26640	Q9H0W5	VARS	CCDC8	exp	1
P49792	Q9H0W5	RANBP2	CCDC8	exp	1
P13804	Q9H0W5	ETFA	CCDC8	exp	1
Q8WVX9	Q9H0W5	FAR1	CCDC8	exp	1
P62820	Q9H0W5	RAB1A	CCDC8	exp	1
P0CG48	Q9H0W5	UBC	CCDC8	exp	1
Q9BUF5	Q9H0W5	TUBB6	CCDC8	exp	1
P46940	Q9H0W5	IQGAP1	CCDC8	exp	1
Q03001	Q9H0W5	DST	CCDC8	exp	1
P27694	Q9H0W5	RPA1	CCDC8	exp	1
P49368	Q9H0W5	CCT3	CCDC8	exp	1
P47755	Q9H0W5	CAPZA2	CCDC8	exp	1
Q15154	Q9H0W5	PCM1	CCDC8	exp	1
P11940	Q9H0W5	PABPC1	CCDC8	exp	1
Q14258	Q9H0W5	TRIM25	CCDC8	exp	1
P51617	Q9H0W5	IRAK1	CCDC8	exp	1
P54289	Q9H0W5	CACNA2D1	CCDC8	exp	1
P62995	Q9H0W5	TRA2B	CCDC8	exp	1
Q16576	Q9H165	RBBP7	BCL11A	exp	1
O14862	Q9H165	AIM2	BCL11A	exp	1
Q96TA2	Q9H165	YME1L1	BCL11A	exp	1
Q96EB6	Q9H165	SIRT1	BCL11A	exp;ortho;pred	1
P63279	Q9H165	UBE2I	BCL11A	exp	1
P24468	Q9H165	NR2F2	BCL11A	exp	1
Q9H165	Q9H165	BCL11A	BCL11A	exp	1
Q09028	Q9H165	RBBP4	BCL11A	exp	1
Q92769	Q9H165	HDAC2	BCL11A	exp;pred	1
P06858	Q9H1I8	LPL	ASCC2	exp	1
Q07065	Q9H1I8	CKAP4	ASCC2	exp	1
P0CG48	Q9H1I8	UBC	ASCC2	exp	1
Q16891	Q9H1I8	IMMT	ASCC2	exp	1
P27694	Q9H1I8	RPA1	ASCC2	exp	1
P24522	Q9H1I8	GADD45A	ASCC2	exp	1
P39019	Q9H1I8	RPS19	ASCC2	exp	1
P61088	Q9H1I8	UBE2N	ASCC2	exp	1
Q15006	Q9H1I8	EMC2	ASCC2	exp	1
P35579	Q9H1I8	MYH9	ASCC2	exp	1
Q13573	Q9H1I8	SNW1	ASCC2	exp	1
P21291	Q9H1I8	CSRP1	ASCC2	exp	1
O60341	Q9H1I8	KDM1A	ASCC2	exp	1
P05386	Q9H1I8	RPLP1	ASCC2	exp	1
O75398	Q9H1I8	DEAF1	ASCC2	exp	1
P22314	Q9H1I8	UBA1	ASCC2	exp	1
P46379	Q9H1I8	BAG6	ASCC2	exp;pred	1
P29692	Q9H1I8	EEF1D	ASCC2	exp	1
Q8IWL3	Q9H1I8	HSCB	ASCC2	exp	1
P62993	Q9H204	GRB2	MED28	exp;pred	1
O94885	Q9H204	SASH1	MED28	exp	1
O00459	Q9H204	PIK3R2	MED28	exp;pred	1
P35240	Q9H204	NF2	MED28	exp;ortho;pred	1
O60244	Q9H204	MED14	MED28	exp;pred	1
Q9H204	Q9H204	MED28	MED28	exp	1
